S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,International Relations,Essentials of Global Health,13hrs 7min,12th,English/Hindi,Module 1: Introduction to Global Health,Course Introduction | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=kWQugT6WbCE
2,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 1: Introduction to Global Health,Key Perspectives on Global Health & the Determinants of Health | Essentials of Global Health,https://www.youtube.com/watch?v=MwmFwFndlCE
3,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 1: Introduction to Global Health,The Global Health Context and Who Plays | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=B3xUdn0aHOg
4,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 1: Introduction to Global Health,The State of the World's Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=ZBvPvUBG8Dg
5,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 2: Global Health Challenges and Measurement,Demography and Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=oPaeBPDy1gw
6,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 2: Global Health Challenges and Measurement,Measuring the Burden of Disease - the DALY | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=qDtyVNe9WSs
7,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 2: Global Health Challenges and Measurement,"What Do People Get Sick, Disabled, and Die From? | Essentials of Global Health with Richard Skolnik",https://www.youtube.com/watch?v=hj8Fjw07tu4
8,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 2: Global Health Challenges and Measurement,"Key Risk Factors for Illness, Death, and DALY | Essentials of Global Health with Richard Skolnik",https://www.youtube.com/watch?v=jC1G1N0tqQc
9,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 3: Health Systems and Disparities,Value for Money in Global Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=G-Gu-ESBkDM
10,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 3: Health Systems and Disparities,The Aims and Organization of Health Systems | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=uro_EqGkTDc
11,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 3: Health Systems and Disparities,Key Health Systems Issues | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=K-lh1tuIrzw
12,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 4: Key Global Health Issues,Health Disparities | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=1ikf-LHMgwc
13,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 4: Key Global Health Issues,The Environment and Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=K12L_qQv-r8
14,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 4: Key Global Health Issues,Nutrition and Global Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=jvWDFrwSrD4
15,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 4: Key Global Health Issues,Women's Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=LkFVZbcoKAo
16,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 5: Communicable Diseases,Child Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=CGuzSFHKeIc
17,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 5: Communicable Diseases,Childhood Immunizations | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=YEYl_txzbpg
18,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 5: Communicable Diseases,Adolescent Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=Ve7d3E0x3sA
19,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 5: Communicable Diseases,Complex Humanitarian Emergencies | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=F3PM8NddDvk
20,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 6: Non-Communicable Diseases and Health Challenges,Emerging & Reemerging Infectious Diseases + Anti-microbial Resistance | Essentials of Global Health,https://www.youtube.com/watch?v=vsS2-aQ1DY8
21,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 6: Non-Communicable Diseases and Health Challenges,HIV | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=ZmFTG19a9Ec
22,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 6: Non-Communicable Diseases and Health Challenges,Tuberculosis | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=Ywp9KpqUTpk
23,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 6: Non-Communicable Diseases and Health Challenges,Malaria | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=bvUC_zweBRc
24,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 7: Global Health Interventions and the Future,Neglected Tropical Diseases | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=COc78C4U1Ik
25,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 7: Global Health Interventions and the Future,Noncommunicable Diseases | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=VQEJqWKoS_0
26,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 7: Global Health Interventions and the Future,Cancer and Diabetes | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=5rY4VomHoNk
27,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 7: Global Health Interventions and the Future,Tobacco and Alcohol | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=cRMe-Ebf478
28,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 7: Global Health Interventions and the Future,Mental Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=lIBPou2xM8s
29,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 7: Global Health Interventions and the Future,Unintentional Injuries | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=2lpoBVGAWRc
30,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 7: Global Health Interventions and the Future,Science and Technology for Global Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=Squ8Yuncoaw
31,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 7: Global Health Interventions and the Future,Key Challenges for the Future of Public Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=KITjdlNXpRo
32,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 7: Global Health Interventions and the Future,COVID: the Quintessential Public Health Problem | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=x2yu-N5lTxk
33,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 7: Global Health Interventions and the Future,Intersectoral Approaches for Better Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=LY6tetuV-6Y
34,International Relations,Essentials of Global Health,,12th,English/Hindi,Module 7: Global Health Interventions and the Future,Critical Challenges in Global Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=B7Z881cpicM
